state,year,month,handgun_incidents,shotgun_incidents,rifle_incidents,firearm_incidents,knife_incidents,other_weapon_incidents,sibling_incidents,spouse_incidents,parent_incidents,child_incidents,dating_incidents,other_relations_incidents,accidental_incidents,intentional_incidents,total_incidents
Alaska,1980,January,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Alaska,1980,February,4,0,1,0,0,0,2,2,0,0,0,1,0,5,5
Alaska,1980,March,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2
Alaska,1980,April,0,1,0,0,0,2,0,0,0,0,0,3,0,3,3
Alaska,1980,May,0,0,2,0,1,0,1,1,0,0,0,1,0,3,3
Alaska,1980,June,1,0,1,2,2,0,1,1,0,0,0,4,1,5,6
Alaska,1980,July,0,1,0,1,0,5,0,1,0,0,1,5,1,6,7
Alaska,1980,August,2,0,5,0,0,1,0,1,0,0,0,7,0,8,8
Alaska,1980,September,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1980,October,0,0,3,1,0,0,0,0,0,0,0,4,2,2,4
Alaska,1980,November,1,0,2,0,0,2,1,1,0,0,0,3,2,3,5
Alaska,1980,December,0,0,1,0,2,0,0,1,0,0,0,2,1,2,3
Alaska,1981,January,2,0,3,0,1,0,0,1,0,2,0,3,1,5,6
Alaska,1981,February,0,1,1,0,0,1,1,0,0,0,0,2,1,2,3
Alaska,1981,March,2,0,2,0,2,1,0,1,0,0,0,6,2,5,7
Alaska,1981,April,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Alaska,1981,May,6,3,2,1,2,0,1,1,0,3,0,9,0,14,14
Alaska,1981,June,0,1,1,0,0,0,0,1,0,0,0,1,0,2,2
Alaska,1981,July,1,0,2,0,0,2,2,0,0,0,0,3,2,3,5
Alaska,1981,August,3,1,1,0,0,1,0,1,0,0,0,5,3,3,6
Alaska,1981,September,1,0,1,0,2,0,0,1,0,0,0,3,1,3,4
Alaska,1981,October,4,0,0,0,0,1,0,1,0,0,0,4,1,4,5
Alaska,1981,November,3,2,0,0,0,1,2,0,0,0,0,4,0,6,6
Alaska,1981,December,5,2,2,0,0,1,1,0,2,1,1,5,0,10,10
Alaska,1982,January,1,0,1,0,0,1,0,0,0,0,0,3,0,3,3
Alaska,1982,February,3,0,4,0,1,1,2,1,0,0,1,5,1,8,9
Alaska,1982,March,2,1,0,0,0,2,1,0,0,0,0,4,0,5,5
Alaska,1982,April,4,0,1,0,3,1,0,0,0,2,0,7,0,9,9
Alaska,1982,May,8,0,0,0,0,1,0,0,0,0,0,9,0,9,9
Alaska,1982,June,1,0,3,0,1,2,0,2,0,0,0,5,0,7,7
Alaska,1982,July,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Alaska,1982,August,1,0,0,0,1,4,0,0,0,0,0,6,0,6,6
Alaska,1982,September,4,0,0,0,0,1,0,0,0,0,0,5,1,4,5
Alaska,1982,October,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,1982,November,10,0,0,0,1,1,0,0,0,0,0,12,0,12,12
Alaska,1982,December,1,0,2,2,2,1,0,1,0,0,0,7,0,8,8
Alaska,1983,January,2,0,1,0,2,0,0,0,0,0,0,5,0,5,5
Alaska,1983,February,1,1,1,0,0,0,0,1,0,0,0,2,0,3,3
Alaska,1983,March,5,0,7,0,2,1,0,1,0,0,1,13,2,13,15
Alaska,1983,April,1,2,1,0,1,1,0,1,0,0,0,5,3,3,6
Alaska,1983,May,4,1,0,0,0,0,0,0,0,0,1,4,0,5,5
Alaska,1983,June,0,2,0,0,1,2,0,0,0,0,0,5,0,5,5
Alaska,1983,July,1,4,0,0,0,0,3,0,0,0,0,2,0,5,5
Alaska,1983,August,2,0,1,0,1,1,0,0,1,0,1,3,0,5,5
Alaska,1983,September,3,1,1,1,1,1,0,0,0,1,0,7,0,8,8
Alaska,1983,October,0,0,0,0,3,2,0,0,0,0,0,5,0,5,5
Alaska,1983,November,2,0,1,0,0,3,0,1,0,0,1,4,1,5,6
Alaska,1983,December,1,0,3,0,0,2,0,0,2,0,0,4,0,6,6
Alaska,1984,January,2,0,0,0,0,0,0,1,0,0,0,1,0,2,2
Alaska,1984,February,4,0,0,0,2,0,0,1,2,0,1,2,0,6,6
Alaska,1984,March,2,0,1,0,0,2,0,1,0,0,0,4,0,5,5
Alaska,1984,April,0,1,0,0,1,1,0,0,0,0,1,2,0,3,3
Alaska,1984,May,2,1,9,0,0,0,0,1,0,0,0,11,0,12,12
Alaska,1984,June,1,0,0,0,0,1,0,0,0,1,0,1,0,2,2
Alaska,1984,July,2,0,0,0,1,0,0,1,0,0,0,2,0,3,3
Alaska,1984,August,4,0,1,0,1,1,1,3,0,0,0,3,0,7,7
Alaska,1984,September,2,0,0,0,1,3,0,1,0,0,0,5,0,6,6
Alaska,1984,October,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Alaska,1984,November,2,0,0,0,1,0,2,0,0,0,0,1,1,2,3
Alaska,1984,December,1,0,0,0,0,1,0,1,0,0,0,1,0,2,2
Alaska,1985,January,3,0,0,0,0,0,0,0,0,0,1,2,0,3,3
Alaska,1985,February,2,0,0,0,0,1,0,2,0,0,0,1,0,3,3
Alaska,1985,March,2,0,1,0,0,0,0,0,0,0,0,3,0,3,3
Alaska,1985,April,4,0,0,0,2,3,0,1,0,0,0,8,0,9,9
Alaska,1985,May,4,2,0,0,0,0,1,0,0,0,0,5,0,6,6
Alaska,1985,June,1,2,1,0,0,2,0,2,0,0,1,3,0,6,6
Alaska,1985,July,2,0,0,0,1,0,0,1,0,0,0,2,0,3,3
Alaska,1985,August,2,0,1,0,0,1,0,1,0,0,0,3,0,4,4
Alaska,1985,September,2,1,0,0,0,1,1,0,0,0,0,3,0,4,4
Alaska,1985,October,2,0,1,0,0,0,0,0,0,0,0,3,0,3,3
Alaska,1985,November,0,0,1,0,1,0,0,0,0,0,0,2,0,2,2
Alaska,1985,December,3,0,0,0,0,1,0,2,0,0,0,2,0,4,4
Alaska,1986,January,2,0,1,0,3,0,0,0,0,0,0,6,0,6,6
Alaska,1986,February,1,0,0,0,0,1,0,1,0,0,0,1,0,2,2
Alaska,1986,March,1,0,0,0,0,1,0,0,0,1,0,1,1,1,2
Alaska,1986,April,3,0,0,0,0,1,0,1,2,0,0,1,0,4,4
Alaska,1986,May,2,1,0,0,2,0,1,0,0,0,0,4,0,5,5
Alaska,1986,June,0,1,0,0,0,1,0,0,0,0,1,1,0,2,2
Alaska,1986,July,1,1,2,1,0,0,0,2,0,0,0,3,0,5,5
Alaska,1986,August,8,1,0,0,0,0,0,0,0,0,0,9,0,9,9
Alaska,1986,September,2,0,0,0,2,0,0,1,0,0,0,3,0,4,4
Alaska,1986,October,1,0,2,0,0,0,0,0,0,0,0,3,0,3,3
Alaska,1986,November,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2
Alaska,1986,December,1,0,1,0,0,1,1,0,0,0,0,2,0,3,3
Alaska,1987,January,0,0,0,5,0,0,0,1,0,0,0,4,0,5,5
Alaska,1987,February,2,0,0,1,1,0,0,1,0,0,0,3,0,4,4
Alaska,1987,March,0,0,0,3,3,2,0,0,0,0,1,7,0,8,8
Alaska,1987,April,2,0,0,0,0,1,0,0,0,2,0,1,0,3,3
Alaska,1987,May,2,2,3,1,0,0,0,0,1,0,0,7,0,8,8
Alaska,1987,June,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2
Alaska,1987,July,0,0,0,1,1,2,0,0,0,1,1,2,1,3,4
Alaska,1987,August,0,1,0,1,1,0,0,0,0,0,1,2,1,2,3
Alaska,1987,September,0,2,1,0,0,0,0,0,0,0,0,3,0,3,3
Alaska,1987,October,1,0,0,1,0,1,0,0,0,0,1,2,0,3,3
Alaska,1987,November,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
Alaska,1987,December,2,0,0,0,1,1,0,0,0,0,1,3,0,4,4
Alaska,1988,January,0,0,0,0,1,2,0,1,0,0,0,2,1,2,3
Alaska,1988,February,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,1988,March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1988,April,2,0,1,0,0,0,0,1,0,0,0,2,0,3,3
Alaska,1988,May,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
Alaska,1988,June,0,0,0,0,2,0,0,0,0,0,1,1,0,2,2
Alaska,1988,July,2,0,0,0,0,0,0,1,0,0,0,1,0,2,2
Alaska,1988,August,3,0,0,0,1,0,1,0,0,0,0,3,0,4,4
Alaska,1988,September,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,1988,October,0,0,0,0,0,2,0,1,0,1,0,0,0,2,2
Alaska,1988,November,0,0,1,0,1,0,0,0,0,0,0,2,0,2,2
Alaska,1988,December,5,0,2,0,0,2,1,1,0,0,1,6,0,9,9
Alaska,1989,January,2,0,2,0,2,0,0,1,0,0,1,4,0,6,6
Alaska,1989,February,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Alaska,1989,March,4,1,0,0,1,0,0,0,0,0,0,6,0,6,6
Alaska,1989,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1989,May,1,0,1,0,1,0,0,0,0,0,0,3,0,3,3
Alaska,1989,June,0,0,1,0,1,0,0,0,0,0,0,2,0,2,2
Alaska,1989,July,0,1,1,0,1,1,1,0,0,0,1,2,0,4,4
Alaska,1989,August,1,1,2,0,0,1,0,2,0,1,0,2,1,4,5
Alaska,1989,September,0,0,1,2,1,0,0,0,0,0,0,4,0,4,4
Alaska,1989,October,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,1989,November,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,1989,December,1,0,2,0,4,1,0,1,0,0,2,5,0,8,8
Alaska,1990,January,1,0,0,0,2,0,0,1,1,0,0,1,0,3,3
Alaska,1990,February,1,0,1,0,0,0,0,0,0,0,1,1,0,2,2
Alaska,1990,March,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Alaska,1990,April,1,0,0,0,0,1,0,0,0,0,1,1,0,2,2
Alaska,1990,May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1990,June,1,0,0,0,1,2,0,0,1,0,0,3,0,4,4
Alaska,1990,July,4,0,0,0,0,0,0,1,0,0,0,3,0,4,4
Alaska,1990,August,1,0,1,0,1,1,0,0,0,0,1,3,0,4,4
Alaska,1990,September,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Alaska,1990,October,1,1,1,0,1,0,0,2,0,0,0,2,0,4,4
Alaska,1990,November,0,0,0,0,2,0,0,1,0,0,0,1,0,2,2
Alaska,1990,December,2,0,0,0,5,2,0,2,0,0,1,6,0,9,9
Alaska,1991,January,0,0,0,3,0,3,0,1,0,0,0,5,0,6,6
Alaska,1991,February,3,0,1,0,2,0,1,2,0,0,0,3,0,6,6
Alaska,1991,March,0,0,1,0,2,0,0,1,1,0,0,1,0,3,3
Alaska,1991,April,1,0,0,0,2,0,0,0,0,0,0,3,0,3,3
Alaska,1991,May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1991,June,1,0,0,0,0,4,0,1,0,0,0,4,0,5,5
Alaska,1991,July,0,1,0,0,1,1,1,0,0,0,1,1,0,3,3
Alaska,1991,August,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
Alaska,1991,September,1,0,2,0,0,4,0,0,0,1,0,6,0,7,7
Alaska,1991,October,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2
Alaska,1991,November,1,0,1,0,0,4,0,0,0,2,0,4,1,5,6
Alaska,1991,December,0,1,0,0,0,2,0,0,0,0,1,2,2,1,3
Alaska,1992,January,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Alaska,1992,February,0,0,2,0,0,1,0,0,0,0,0,3,0,3,3
Alaska,1992,March,4,0,1,0,2,2,0,0,0,0,1,8,0,9,9
Alaska,1992,April,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,1992,May,2,0,0,0,1,0,0,0,0,0,0,3,0,3,3
Alaska,1992,June,1,1,0,0,1,2,0,0,0,0,1,4,0,5,5
Alaska,1992,July,3,1,0,0,0,0,0,0,0,0,0,4,0,4,4
Alaska,1992,August,1,1,0,0,3,0,0,0,0,0,1,4,0,5,5
Alaska,1992,September,1,0,1,0,0,0,0,0,0,0,0,2,0,2,2
Alaska,1992,October,1,0,0,0,0,1,0,2,0,0,0,0,0,2,2
Alaska,1992,November,0,1,1,0,1,2,0,0,0,0,0,5,0,5,5
Alaska,1992,December,1,0,1,0,2,0,0,0,0,0,0,4,1,3,4
Alaska,1993,January,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2
Alaska,1993,February,0,0,0,0,1,1,0,0,0,1,1,0,1,1,2
Alaska,1993,March,2,0,1,0,1,1,0,0,0,0,0,5,0,5,5
Alaska,1993,April,2,0,0,0,1,2,1,0,0,0,0,4,0,5,5
Alaska,1993,May,6,0,2,0,0,2,2,0,0,0,0,8,0,10,10
Alaska,1993,June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1993,July,2,0,0,0,2,0,0,0,0,0,1,3,0,4,4
Alaska,1993,August,1,1,1,0,1,4,0,1,0,0,1,6,0,8,8
Alaska,1993,September,0,0,0,0,1,2,0,1,0,0,0,2,0,3,3
Alaska,1993,October,5,0,1,0,1,2,0,2,0,0,1,6,0,9,9
Alaska,1993,November,1,0,0,0,1,1,0,0,0,0,0,3,1,2,3
Alaska,1993,December,4,0,1,0,2,2,0,0,1,0,0,8,0,9,9
Alaska,1994,January,1,0,0,0,1,0,0,0,0,0,0,2,0,2,2
Alaska,1994,February,2,0,0,0,1,0,0,0,0,0,0,3,0,3,3
Alaska,1994,March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1994,April,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,1994,May,3,0,0,0,1,0,0,0,0,0,0,4,0,4,4
Alaska,1994,June,4,0,1,1,1,1,0,0,0,0,0,8,0,8,8
Alaska,1994,July,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Alaska,1994,August,2,1,0,0,2,1,0,0,0,1,1,4,1,5,6
Alaska,1994,September,4,1,1,0,1,1,0,0,1,0,0,7,0,8,8
Alaska,1994,October,2,0,0,0,0,5,0,0,0,0,0,7,1,6,7
Alaska,1994,November,2,0,0,0,0,1,0,2,0,0,0,1,0,3,3
Alaska,1994,December,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,1995,January,2,0,2,0,1,0,0,0,0,0,2,3,0,5,5
Alaska,1995,February,3,0,0,0,2,1,0,1,0,0,0,5,0,6,6
Alaska,1995,March,2,0,0,0,0,0,0,0,0,0,1,1,0,2,2
Alaska,1995,April,1,0,0,0,1,0,0,0,0,0,0,2,0,2,2
Alaska,1995,May,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2
Alaska,1995,June,1,0,1,0,0,0,0,0,0,0,0,2,1,1,2
Alaska,1995,July,2,1,0,0,2,0,0,1,0,0,0,4,1,4,5
Alaska,1995,August,2,1,0,0,0,2,0,0,0,0,0,5,0,5,5
Alaska,1995,September,2,0,1,0,1,2,0,1,0,0,0,5,1,5,6
Alaska,1995,October,3,0,0,0,0,1,0,0,1,0,0,3,0,4,4
Alaska,1995,November,2,0,1,0,2,4,0,0,0,0,0,9,0,9,9
Alaska,1995,December,1,0,1,0,0,4,0,0,0,0,0,6,0,6,6
Alaska,1996,January,2,1,0,0,0,0,0,0,0,0,0,3,0,3,3
Alaska,1996,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1996,March,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2
Alaska,1996,April,1,0,0,0,3,2,0,0,0,0,1,5,0,6,6
Alaska,1996,May,4,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Alaska,1996,June,2,0,0,0,1,0,0,0,0,0,0,3,0,3,3
Alaska,1996,July,3,1,0,0,0,1,0,0,2,0,0,3,0,5,5
Alaska,1996,August,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2
Alaska,1996,September,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,1996,October,3,0,0,0,0,2,0,0,0,2,0,3,0,5,5
Alaska,1996,November,4,0,0,0,1,0,0,0,0,0,0,5,1,4,5
Alaska,1996,December,3,0,0,0,1,1,0,0,0,0,0,5,0,5,5
Alaska,1997,January,2,0,0,0,1,3,0,0,0,0,1,5,0,6,6
Alaska,1997,February,2,3,0,0,0,1,0,1,0,0,0,5,0,6,6
Alaska,1997,March,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Alaska,1997,April,1,0,1,0,1,1,0,0,0,1,0,3,0,4,4
Alaska,1997,May,0,1,0,2,0,0,0,0,0,0,0,3,1,2,3
Alaska,1997,June,1,1,1,0,0,0,0,0,0,0,1,2,1,2,3
Alaska,1997,July,1,0,1,0,0,1,0,0,1,0,0,2,1,2,3
Alaska,1997,August,2,0,2,0,0,2,0,2,0,0,0,4,0,6,6
Alaska,1997,September,1,0,0,0,5,3,0,0,1,1,0,7,1,8,9
Alaska,1997,October,2,0,0,0,0,3,0,0,0,0,0,5,0,5,5
Alaska,1997,November,3,0,2,0,1,0,0,0,1,0,0,5,0,6,6
Alaska,1997,December,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Alaska,1998,January,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,1998,February,3,0,1,0,0,0,1,0,1,0,0,2,1,3,4
Alaska,1998,March,2,0,0,2,0,0,0,0,1,0,0,3,0,4,4
Alaska,1998,April,1,2,0,0,0,1,0,1,0,0,0,3,0,4,4
Alaska,1998,May,1,1,1,0,0,1,0,0,0,0,0,4,0,4,4
Alaska,1998,June,1,0,0,0,0,1,0,0,0,1,0,1,1,1,2
Alaska,1998,July,3,0,0,0,3,1,0,0,0,1,3,3,1,6,7
Alaska,1998,August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,1998,September,1,0,0,0,0,3,0,0,0,0,0,4,0,4,4
Alaska,1998,October,0,0,0,0,2,1,0,0,0,0,0,3,0,3,3
Alaska,1998,November,1,0,0,0,1,2,0,0,1,0,1,2,1,3,4
Alaska,1998,December,2,0,0,0,1,2,0,2,0,0,0,3,0,5,5
Alaska,1999,January,1,2,0,1,0,2,0,0,1,0,1,4,0,6,6
Alaska,1999,February,0,1,1,0,0,2,1,1,0,0,0,2,1,3,4
Alaska,1999,March,0,0,2,1,1,1,0,0,0,2,0,3,0,5,5
Alaska,1999,April,2,0,2,0,1,2,0,0,0,0,2,5,1,6,7
Alaska,1999,May,1,0,2,0,0,1,0,0,0,0,0,4,0,4,4
Alaska,1999,June,0,0,1,0,1,1,1,0,0,0,0,2,1,2,3
Alaska,1999,July,2,1,0,0,2,3,0,0,1,0,1,6,0,8,8
Alaska,1999,August,0,0,1,0,2,0,0,0,0,0,0,3,0,3,3
Alaska,1999,September,2,1,1,1,1,2,0,0,0,0,1,7,1,7,8
Alaska,1999,October,0,0,0,1,1,0,0,0,0,0,0,2,0,2,2
Alaska,1999,November,0,0,0,2,1,1,0,0,0,0,0,4,0,4,4
Alaska,1999,December,1,0,0,0,1,0,0,1,0,0,0,1,0,2,2
Alaska,2000,January,2,0,3,0,0,1,0,1,0,0,0,5,3,3,6
Alaska,2000,February,0,0,1,0,0,3,0,0,0,0,0,4,2,2,4
Alaska,2000,March,1,0,0,0,1,2,0,0,0,0,0,4,1,3,4
Alaska,2000,April,0,0,1,0,0,1,0,0,0,0,0,2,0,2,2
Alaska,2000,May,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,2000,June,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Alaska,2000,July,3,0,0,0,0,1,0,0,0,0,0,4,1,3,4
Alaska,2000,August,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2
Alaska,2000,September,0,0,1,0,0,3,0,0,0,0,0,4,2,2,4
Alaska,2000,October,1,0,0,0,0,1,0,0,0,0,0,2,1,1,2
Alaska,2000,November,1,0,0,0,1,1,0,0,0,1,0,2,1,2,3
Alaska,2000,December,0,0,1,0,0,1,0,0,0,0,0,2,0,2,2
Alaska,2001,January,0,1,2,0,1,0,0,0,0,0,1,3,0,4,4
Alaska,2001,February,1,0,1,0,0,0,0,1,0,0,0,1,0,2,2
Alaska,2001,March,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2
Alaska,2001,April,2,0,1,1,0,1,1,1,0,0,1,2,0,5,5
Alaska,2001,May,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2
Alaska,2001,June,0,0,0,0,1,1,0,1,0,0,0,1,0,2,2
Alaska,2001,July,4,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Alaska,2001,August,0,1,0,0,0,2,0,0,0,0,0,3,0,3,3
Alaska,2001,September,0,0,3,0,1,1,1,0,0,0,1,3,0,5,5
Alaska,2001,October,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,2001,November,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Alaska,2001,December,1,0,0,0,0,5,0,0,1,0,0,5,1,5,6
Alaska,2002,January,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,2002,February,3,0,0,0,0,1,0,1,0,0,0,3,1,3,4
Alaska,2002,March,0,2,0,0,1,0,0,0,0,0,0,3,0,3,3
Alaska,2002,April,1,0,1,0,0,0,0,0,0,0,0,2,0,2,2
Alaska,2002,May,2,0,0,0,2,1,0,2,0,0,0,3,0,5,5
Alaska,2002,June,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,2002,July,1,0,0,0,1,2,0,0,0,0,1,3,0,4,4
Alaska,2002,August,1,0,1,0,0,2,0,0,0,1,1,2,1,3,4
Alaska,2002,September,1,0,0,0,1,2,0,1,0,1,0,2,1,3,4
Alaska,2002,October,3,0,0,1,0,1,0,2,0,0,1,2,1,4,5
Alaska,2002,November,1,0,0,0,1,1,0,0,0,0,0,3,0,3,3
Alaska,2002,December,3,0,0,0,0,2,0,0,1,0,0,4,0,5,5
Alaska,2003,January,1,0,0,1,2,2,0,0,0,0,1,5,0,6,6
Alaska,2003,February,4,0,0,0,0,0,0,0,0,0,3,1,1,3,4
Alaska,2003,March,1,0,0,0,1,3,0,0,1,0,0,4,1,4,5
Alaska,2003,April,2,0,0,0,0,1,0,0,0,0,1,2,0,3,3
Alaska,2003,May,1,0,0,0,0,1,0,0,0,1,0,1,1,1,2
Alaska,2003,June,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2
Alaska,2003,July,0,0,1,0,2,0,0,1,0,0,0,2,0,3,3
Alaska,2003,August,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Alaska,2003,September,3,0,0,0,0,2,0,0,0,1,0,4,0,5,5
Alaska,2003,October,5,0,1,0,1,0,0,0,0,0,2,5,0,7,7
Alaska,2003,November,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Alaska,2003,December,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Alaska,2004,January,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,2004,February,1,0,0,0,1,1,1,0,0,0,0,2,0,3,3
Alaska,2004,March,3,1,0,0,0,2,0,0,0,3,0,3,0,6,6
Alaska,2004,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2004,May,1,0,0,0,1,1,0,0,0,0,0,3,1,2,3
Alaska,2004,June,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2
Alaska,2004,July,3,0,1,0,1,3,0,1,0,0,1,6,2,6,8
Alaska,2004,August,3,0,0,0,1,2,0,1,0,0,0,5,0,6,6
Alaska,2004,September,0,0,1,0,1,0,1,0,0,0,0,1,0,2,2
Alaska,2004,October,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2
Alaska,2004,November,3,0,0,0,0,1,1,1,0,0,0,2,0,4,4
Alaska,2004,December,3,0,0,0,0,4,0,0,0,3,0,4,0,7,7
Alaska,2005,January,2,0,0,0,1,1,0,0,1,0,0,3,0,4,4
Alaska,2005,February,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Alaska,2005,March,1,0,0,0,1,0,0,1,0,0,0,1,0,2,2
Alaska,2005,April,1,0,0,0,1,0,0,0,0,0,0,2,0,2,2
Alaska,2005,May,4,0,0,0,0,2,0,1,0,1,0,4,1,5,6
Alaska,2005,June,1,0,1,0,0,1,0,1,0,0,0,2,1,2,3
Alaska,2005,July,2,0,0,1,0,1,0,0,1,0,0,3,0,4,4
Alaska,2005,August,2,1,1,1,1,0,0,0,0,0,0,6,1,5,6
Alaska,2005,September,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Alaska,2005,October,1,0,0,0,0,2,0,0,0,2,0,1,1,2,3
Alaska,2005,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2005,December,1,0,1,0,0,2,0,1,0,1,1,1,0,4,4
Alaska,2006,January,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Alaska,2006,February,2,0,0,1,0,1,0,0,0,0,0,4,0,4,4
Alaska,2006,March,3,0,0,0,2,2,0,0,0,1,0,6,2,5,7
Alaska,2006,April,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
Alaska,2006,May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2006,June,3,0,1,0,0,0,0,0,0,0,0,4,0,4,4
Alaska,2006,July,2,0,0,0,0,1,0,0,1,0,0,2,0,3,3
Alaska,2006,August,2,0,1,0,0,0,0,0,0,0,0,3,0,3,3
Alaska,2006,September,1,1,1,0,2,1,2,0,0,0,1,3,1,5,6
Alaska,2006,October,4,1,2,0,1,0,0,1,0,0,1,6,1,7,8
Alaska,2006,November,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2
Alaska,2006,December,3,0,0,0,0,0,0,1,0,0,0,2,0,3,3
Alaska,2007,January,5,0,0,0,1,0,0,0,0,0,2,4,0,6,6
Alaska,2007,February,2,0,1,0,0,2,0,0,0,1,0,4,1,4,5
Alaska,2007,March,2,2,0,0,1,2,0,0,0,1,0,6,1,6,7
Alaska,2007,April,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Alaska,2007,May,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,2007,June,1,0,0,0,0,3,0,0,0,0,0,4,0,4,4
Alaska,2007,July,0,0,2,0,0,1,1,0,0,0,1,1,0,3,3
Alaska,2007,August,3,0,0,0,1,4,0,0,0,1,0,7,1,7,8
Alaska,2007,September,1,0,0,0,0,2,0,0,0,0,0,3,0,3,3
Alaska,2007,October,0,0,0,0,0,3,0,0,0,0,1,2,0,3,3
Alaska,2007,November,0,0,1,0,1,2,0,0,0,1,0,3,0,4,4
Alaska,2007,December,2,0,0,1,1,4,0,0,1,0,0,7,4,4,8
Alaska,2008,January,1,1,0,0,0,2,1,0,0,0,0,3,0,4,4
Alaska,2008,February,1,1,0,0,0,1,0,0,0,0,0,3,0,3,3
Alaska,2008,March,0,0,0,0,1,1,0,0,0,0,0,2,0,2,2
Alaska,2008,April,0,0,1,0,0,2,1,1,0,0,0,1,0,3,3
Alaska,2008,May,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Alaska,2008,June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2008,July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2008,August,0,1,0,0,0,2,0,0,0,0,0,3,0,3,3
Alaska,2008,September,2,0,0,0,0,1,0,0,0,0,1,2,0,3,3
Alaska,2008,October,0,0,0,0,0,2,0,0,0,1,0,1,0,2,2
